Date,SKU_ID,Warehouse_ID,Supplier_ID,Region,Units_Sold,Inventory_Level,Supplier_Lead_Time_Days,Reorder_Point,Order_Quantity,Unit_Cost,Unit_Price,Promotion_Flag,Stockout_Flag,Demand_Forecast
2024-04-16,SKU_24,WH_4,SUP_3,South,32,581,13,301,323,7.11,12.19,0,0,37.17
2024-04-16,SKU_24,WH_2,SUP_7,South,26,426,5,365,0,19.69,29.64,0,0,26.14
2024-04-16,SKU_24,WH_1,SUP_2,South,40,251,2,288,0,6.14,10.22,1,0,36.53
2024-04-16,SKU_24,WH_3,SUP_3,West,29,218,10,209,0,10.59,15.15,0,0,32.33
2024-04-16,SKU_24,WH_5,SUP_4,East,28,389,7,313,0,7.27,12.17,0,0,26.47
2024-04-17,SKU_24,WH_5,SUP_4,North,23,366,7,313,0,7.27,12.17,0,0,20.03
2024-04-17,SKU_24,WH_2,SUP_7,East,24,402,5,365,0,19.69,29.64,0,0,21.96
2024-04-17,SKU_24,WH_4,SUP_3,East,27,554,13,301,0,7.11,12.19,0,0,26.03
2024-04-17,SKU_24,WH_3,SUP_3,East,41,177,10,209,0,10.59,15.15,1,0,35.89
2024-04-17,SKU_24,WH_1,SUP_2,South,31,687,2,288,467,6.14,10.22,0,0,28.13
2024-04-18,SKU_24,WH_4,SUP_3,West,30,524,13,301,0,7.11,12.19,0,0,32.09
2024-04-18,SKU_24,WH_3,SUP_3,West,28,376,10,209,227,10.59,15.15,0,0,28.07
2024-04-18,SKU_24,WH_2,SUP_7,South,40,362,5,365,0,19.69,29.64,1,0,45.03
2024-04-18,SKU_24,WH_1,SUP_2,West,29,658,2,288,0,6.14,10.22,0,0,30.69
2024-04-18,SKU_24,WH_5,SUP_4,West,39,327,7,313,0,7.27,12.17,1,0,35.51
2024-04-19,SKU_24,WH_2,SUP_7,West,29,558,5,365,225,19.69,29.64,0,0,30.05
2024-04-19,SKU_24,WH_5,SUP_4,West,29,298,7,313,0,7.27,12.17,0,0,23.13
2024-04-19,SKU_24,WH_1,SUP_2,West,35,623,2,288,0,6.14,10.22,0,0,33.23
2024-04-19,SKU_24,WH_4,SUP_3,East,33,491,13,301,0,7.11,12.19,0,0,35.92
2024-04-19,SKU_24,WH_3,SUP_3,West,19,357,10,209,0,10.59,15.15,0,0,17.9
2024-04-20,SKU_24,WH_5,SUP_4,South,28,745,7,313,475,7.27,12.17,0,0,27.21
2024-04-20,SKU_24,WH_1,SUP_2,West,31,592,2,288,0,6.14,10.22,0,0,33.31
2024-04-20,SKU_24,WH_4,SUP_3,East,32,459,13,301,0,7.11,12.19,0,0,30.62
2024-04-20,SKU_24,WH_3,SUP_3,East,37,320,10,209,0,10.59,15.15,1,0,31.32
2024-04-20,SKU_24,WH_2,SUP_7,South,37,521,5,365,0,19.69,29.64,1,0,38.82
2024-04-21,SKU_24,WH_4,SUP_3,South,25,434,13,301,0,7.11,12.19,0,0,28.0
2024-04-21,SKU_24,WH_5,SUP_4,North,37,708,7,313,0,7.27,12.17,0,0,39.35
2024-04-21,SKU_24,WH_1,SUP_2,North,25,567,2,288,0,6.14,10.22,0,0,23.96
2024-04-21,SKU_24,WH_3,SUP_3,North,24,296,10,209,0,10.59,15.15,0,0,26.81
2024-04-21,SKU_24,WH_2,SUP_7,East,21,500,5,365,0,19.69,29.64,0,0,17.98
2024-04-22,SKU_24,WH_3,SUP_3,South,33,263,10,209,0,10.59,15.15,1,0,38.0
2024-04-22,SKU_24,WH_4,SUP_3,West,22,412,13,301,0,7.11,12.19,0,0,23.16
2024-04-22,SKU_24,WH_2,SUP_7,South,26,474,5,365,0,19.69,29.64,0,0,27.39
2024-04-22,SKU_24,WH_5,SUP_4,North,27,681,7,313,0,7.27,12.17,0,0,28.74
2024-04-22,SKU_24,WH_1,SUP_2,West,29,538,2,288,0,6.14,10.22,1,0,32.5
2024-04-23,SKU_24,WH_2,SUP_7,North,31,443,5,365,0,19.69,29.64,0,0,30.7
2024-04-23,SKU_24,WH_5,SUP_4,North,33,648,7,313,0,7.27,12.17,0,0,33.17
2024-04-23,SKU_24,WH_1,SUP_2,West,32,506,2,288,0,6.14,10.22,0,0,34.92
2024-04-23,SKU_24,WH_4,SUP_3,North,31,381,13,301,0,7.11,12.19,0,0,30.87
2024-04-23,SKU_24,WH_3,SUP_3,South,37,226,10,209,0,10.59,15.15,0,0,36.28
2024-04-24,SKU_24,WH_5,SUP_4,North,29,619,7,313,0,7.27,12.17,0,0,34.54
2024-04-24,SKU_24,WH_1,SUP_2,West,34,472,2,288,0,6.14,10.22,0,0,37.32
2024-04-24,SKU_24,WH_3,SUP_3,South,30,196,10,209,0,10.59,15.15,0,0,31.65
2024-04-24,SKU_24,WH_2,SUP_7,North,21,422,5,365,0,19.69,29.64,0,0,21.76
2024-04-24,SKU_24,WH_4,SUP_3,East,24,357,13,301,0,7.11,12.19,0,0,23.42
2024-04-25,SKU_24,WH_4,SUP_3,East,40,317,13,301,0,7.11,12.19,0,0,40.38
2024-04-25,SKU_24,WH_2,SUP_7,East,26,396,5,365,0,19.69,29.64,0,0,26.58
2024-04-25,SKU_24,WH_5,SUP_4,East,34,585,7,313,0,7.27,12.17,0,0,32.9
2024-04-25,SKU_24,WH_3,SUP_3,West,29,376,10,209,209,10.59,15.15,0,0,29.77
2024-04-25,SKU_24,WH_1,SUP_2,North,41,431,2,288,0,6.14,10.22,0,0,41.72
2024-04-26,SKU_24,WH_4,SUP_3,North,26,291,13,301,0,7.11,12.19,0,0,21.16
2024-04-26,SKU_24,WH_1,SUP_2,East,29,402,2,288,0,6.14,10.22,0,0,28.43
2024-04-26,SKU_24,WH_2,SUP_7,East,29,367,5,365,0,19.69,29.64,0,0,23.36
2024-04-26,SKU_24,WH_3,SUP_3,North,32,344,10,209,0,10.59,15.15,0,0,34.07
2024-04-26,SKU_24,WH_5,SUP_4,West,29,556,7,313,0,7.27,12.17,0,0,30.07
2024-04-27,SKU_24,WH_2,SUP_7,East,26,341,5,365,0,19.69,29.64,0,0,19.85
2024-04-27,SKU_24,WH_3,SUP_3,South,23,321,10,209,0,10.59,15.15,0,0,19.39
2024-04-27,SKU_24,WH_1,SUP_2,West,24,378,2,288,0,6.14,10.22,0,0,29.62
2024-04-27,SKU_24,WH_4,SUP_3,East,20,498,13,301,227,7.11,12.19,0,0,21.54
2024-04-27,SKU_24,WH_5,SUP_4,East,35,521,7,313,0,7.27,12.17,0,0,37.92
2024-04-28,SKU_24,WH_1,SUP_2,North,22,356,2,288,0,6.14,10.22,0,0,25.53
2024-04-28,SKU_24,WH_5,SUP_4,East,27,494,7,313,0,7.27,12.17,0,0,20.45
2024-04-28,SKU_24,WH_2,SUP_7,West,24,579,5,365,262,19.69,29.64,1,0,20.03
2024-04-28,SKU_24,WH_4,SUP_3,West,31,467,13,301,0,7.11,12.19,0,0,27.79
2024-04-28,SKU_24,WH_3,SUP_3,West,36,285,10,209,0,10.59,15.15,0,0,41.89
2024-04-29,SKU_24,WH_3,SUP_3,South,27,258,10,209,0,10.59,15.15,0,0,33.26
2024-04-29,SKU_24,WH_2,SUP_7,South,25,554,5,365,0,19.69,29.64,0,0,25.11
2024-04-29,SKU_24,WH_4,SUP_3,East,39,428,13,301,0,7.11,12.19,0,0,38.59
2024-04-29,SKU_24,WH_1,SUP_2,East,23,333,2,288,0,6.14,10.22,0,0,19.46
2024-04-29,SKU_24,WH_5,SUP_4,South,31,463,7,313,0,7.27,12.17,0,0,32.41
2024-04-30,SKU_24,WH_4,SUP_3,North,23,405,13,301,0,7.11,12.19,0,0,20.62
2024-04-30,SKU_24,WH_3,SUP_3,North,28,230,10,209,0,10.59,15.15,0,0,30.13
2024-04-30,SKU_24,WH_2,SUP_7,West,32,522,5,365,0,19.69,29.64,0,0,28.12
2024-04-30,SKU_24,WH_1,SUP_2,South,33,300,2,288,0,6.14,10.22,0,0,37.04
2024-04-30,SKU_24,WH_5,SUP_4,East,35,428,7,313,0,7.27,12.17,0,0,33.17
2024-05-01,SKU_24,WH_4,SUP_3,South,31,374,13,301,0,7.11,12.19,0,0,28.91
2024-05-01,SKU_24,WH_3,SUP_3,South,22,208,10,209,0,10.59,15.15,0,0,21.24
2024-05-01,SKU_24,WH_1,SUP_2,East,21,279,2,288,0,6.14,10.22,0,0,17.03
2024-05-01,SKU_24,WH_5,SUP_4,West,27,401,7,313,0,7.27,12.17,0,0,22.6
2024-05-01,SKU_24,WH_2,SUP_7,South,21,501,5,365,0,19.69,29.64,0,0,24.19
2024-05-02,SKU_24,WH_2,SUP_7,North,28,473,5,365,0,19.69,29.64,0,0,31.1
2024-05-02,SKU_24,WH_3,SUP_3,West,29,529,10,209,350,10.59,15.15,0,0,28.75
2024-05-02,SKU_24,WH_1,SUP_2,North,32,701,2,288,454,6.14,10.22,0,0,28.97
2024-05-02,SKU_24,WH_4,SUP_3,North,31,343,13,301,0,7.11,12.19,0,0,31.43
2024-05-02,SKU_24,WH_5,SUP_4,South,26,375,7,313,0,7.27,12.17,0,0,28.1
2024-05-03,SKU_24,WH_2,SUP_7,North,21,452,5,365,0,19.69,29.64,0,0,23.76
2024-05-03,SKU_24,WH_5,SUP_4,West,36,339,7,313,0,7.27,12.17,0,0,33.63
2024-05-03,SKU_24,WH_3,SUP_3,South,27,502,10,209,0,10.59,15.15,0,0,32.62
2024-05-03,SKU_24,WH_4,SUP_3,West,39,304,13,301,0,7.11,12.19,0,0,32.11
2024-05-03,SKU_24,WH_1,SUP_2,West,37,664,2,288,0,6.14,10.22,1,0,44.51
2024-05-04,SKU_24,WH_2,SUP_7,North,26,426,5,365,0,19.69,29.64,0,0,27.31
2024-05-04,SKU_24,WH_1,SUP_2,East,27,637,2,288,0,6.14,10.22,0,0,25.01
2024-05-04,SKU_24,WH_5,SUP_4,North,31,308,7,313,0,7.27,12.17,0,0,28.66
2024-05-04,SKU_24,WH_4,SUP_3,West,34,270,13,301,0,7.11,12.19,0,0,35.66
2024-05-04,SKU_24,WH_3,SUP_3,West,19,483,10,209,0,10.59,15.15,0,0,20.59
2024-05-05,SKU_24,WH_4,SUP_3,South,22,496,13,301,248,7.11,12.19,0,0,20.24
2024-05-05,SKU_24,WH_2,SUP_7,North,15,411,5,365,0,19.69,29.64,0,0,12.81
2024-05-05,SKU_24,WH_3,SUP_3,South,33,450,10,209,0,10.59,15.15,0,0,30.84
2024-05-05,SKU_24,WH_1,SUP_2,South,18,619,2,288,0,6.14,10.22,0,0,15.58
2024-05-05,SKU_24,WH_5,SUP_4,West,26,650,7,313,368,7.27,12.17,0,0,28.49
2024-05-06,SKU_24,WH_5,SUP_4,North,32,618,7,313,0,7.27,12.17,0,0,34.7
2024-05-06,SKU_24,WH_3,SUP_3,East,21,429,10,209,0,10.59,15.15,0,0,22.26
2024-05-06,SKU_24,WH_1,SUP_2,West,35,584,2,288,0,6.14,10.22,0,0,37.16
2024-05-06,SKU_24,WH_4,SUP_3,East,21,475,13,301,0,7.11,12.19,0,0,18.7
2024-05-06,SKU_24,WH_2,SUP_7,West,30,381,5,365,0,19.69,29.64,0,0,25.01
2024-05-07,SKU_24,WH_5,SUP_4,South,26,592,7,313,0,7.27,12.17,0,0,25.9
2024-05-07,SKU_24,WH_1,SUP_2,West,37,547,2,288,0,6.14,10.22,1,0,38.28
2024-05-07,SKU_24,WH_3,SUP_3,East,16,413,10,209,0,10.59,15.15,0,0,17.45
2024-05-07,SKU_24,WH_4,SUP_3,North,31,444,13,301,0,7.11,12.19,0,0,34.9
2024-05-07,SKU_24,WH_2,SUP_7,East,23,358,5,365,0,19.69,29.64,0,0,18.87
2024-05-08,SKU_24,WH_5,SUP_4,South,23,569,7,313,0,7.27,12.17,0,0,24.95
2024-05-08,SKU_24,WH_4,SUP_3,South,26,418,13,301,0,7.11,12.19,0,0,21.49
2024-05-08,SKU_24,WH_2,SUP_7,North,37,819,5,365,498,19.69,29.64,0,0,32.35
2024-05-08,SKU_24,WH_1,SUP_2,South,32,515,2,288,0,6.14,10.22,0,0,31.24
2024-05-08,SKU_24,WH_3,SUP_3,West,24,389,10,209,0,10.59,15.15,0,0,25.07
2024-05-09,SKU_24,WH_3,SUP_3,North,17,372,10,209,0,10.59,15.15,0,0,16.16
2024-05-09,SKU_24,WH_5,SUP_4,East,17,552,7,313,0,7.27,12.17,0,0,13.99
2024-05-09,SKU_24,WH_2,SUP_7,West,24,795,5,365,0,19.69,29.64,0,0,19.0
2024-05-09,SKU_24,WH_4,SUP_3,West,30,388,13,301,0,7.11,12.19,0,0,26.92
2024-05-09,SKU_24,WH_1,SUP_2,South,27,488,2,288,0,6.14,10.22,0,0,27.82
2024-05-10,SKU_24,WH_2,SUP_7,East,24,771,5,365,0,19.69,29.64,0,0,25.98
2024-05-10,SKU_24,WH_1,SUP_2,South,24,464,2,288,0,6.14,10.22,0,0,26.27
2024-05-10,SKU_24,WH_5,SUP_4,East,34,518,7,313,0,7.27,12.17,0,0,33.39
2024-05-10,SKU_24,WH_3,SUP_3,South,29,343,10,209,0,10.59,15.15,0,0,27.82
2024-05-10,SKU_24,WH_4,SUP_3,South,25,363,13,301,0,7.11,12.19,0,0,24.55
2024-05-11,SKU_24,WH_5,SUP_4,East,24,494,7,313,0,7.27,12.17,1,0,21.95
2024-05-11,SKU_24,WH_1,SUP_2,South,49,415,2,288,0,6.14,10.22,1,0,53.14
2024-05-11,SKU_24,WH_4,SUP_3,West,25,338,13,301,0,7.11,12.19,0,0,26.17
2024-05-11,SKU_24,WH_3,SUP_3,North,28,315,10,209,0,10.59,15.15,0,0,26.74
2024-05-11,SKU_24,WH_2,SUP_7,East,30,741,5,365,0,19.69,29.64,0,0,34.23
2024-05-12,SKU_24,WH_1,SUP_2,South,19,396,2,288,0,6.14,10.22,0,0,21.11
2024-05-12,SKU_24,WH_5,SUP_4,South,22,472,7,313,0,7.27,12.17,0,0,17.65
2024-05-12,SKU_24,WH_3,SUP_3,North,31,284,10,209,0,10.59,15.15,0,0,29.93
2024-05-12,SKU_24,WH_4,SUP_3,West,28,310,13,301,0,7.11,12.19,0,0,22.02
2024-05-12,SKU_24,WH_2,SUP_7,West,19,722,5,365,0,19.69,29.64,0,0,20.98
2024-05-13,SKU_24,WH_1,SUP_2,South,24,372,2,288,0,6.14,10.22,0,0,17.62
2024-05-13,SKU_24,WH_5,SUP_4,South,27,445,7,313,0,7.27,12.17,0,0,27.33
2024-05-13,SKU_24,WH_3,SUP_3,East,24,260,10,209,0,10.59,15.15,0,0,17.73
2024-05-13,SKU_24,WH_4,SUP_3,South,27,283,13,301,0,7.11,12.19,0,0,22.76
2024-05-13,SKU_24,WH_2,SUP_7,East,34,688,5,365,0,19.69,29.64,0,0,40.25
2024-05-14,SKU_24,WH_3,SUP_3,South,31,229,10,209,0,10.59,15.15,0,0,31.85
2024-05-14,SKU_24,WH_5,SUP_4,East,34,411,7,313,0,7.27,12.17,0,0,38.14
2024-05-14,SKU_24,WH_4,SUP_3,East,27,498,13,301,242,7.11,12.19,0,0,23.26
2024-05-14,SKU_24,WH_1,SUP_2,North,25,347,2,288,0,6.14,10.22,0,0,23.53
2024-05-14,SKU_24,WH_2,SUP_7,North,29,659,5,365,0,19.69,29.64,1,0,33.41
2024-05-15,SKU_24,WH_2,SUP_7,West,20,639,5,365,0,19.69,29.64,0,0,27.36
2024-05-15,SKU_24,WH_3,SUP_3,South,29,200,10,209,0,10.59,15.15,0,0,26.07
2024-05-15,SKU_24,WH_4,SUP_3,South,20,478,13,301,0,7.11,12.19,0,0,24.58
2024-05-15,SKU_24,WH_1,SUP_2,East,27,320,2,288,0,6.14,10.22,0,0,26.01
2024-05-15,SKU_24,WH_5,SUP_4,South,28,383,7,313,0,7.27,12.17,1,0,27.59
2024-05-16,SKU_24,WH_3,SUP_3,West,31,588,10,209,419,10.59,15.15,0,0,31.8
2024-05-16,SKU_24,WH_1,SUP_2,East,36,284,2,288,0,6.14,10.22,1,0,32.84
2024-05-16,SKU_24,WH_5,SUP_4,North,31,352,7,313,0,7.27,12.17,0,0,33.01
2024-05-16,SKU_24,WH_2,SUP_7,West,23,616,5,365,0,19.69,29.64,0,0,27.23
2024-05-16,SKU_24,WH_4,SUP_3,North,28,450,13,301,0,7.11,12.19,0,0,26.36
2024-05-17,SKU_24,WH_5,SUP_4,North,30,322,7,313,0,7.27,12.17,0,0,27.76
2024-05-17,SKU_24,WH_1,SUP_2,East,31,664,2,288,411,6.14,10.22,0,0,28.23
2024-05-17,SKU_24,WH_4,SUP_3,West,28,422,13,301,0,7.11,12.19,0,0,24.2
2024-05-17,SKU_24,WH_3,SUP_3,South,21,567,10,209,0,10.59,15.15,0,0,21.21
2024-05-17,SKU_24,WH_2,SUP_7,West,44,572,5,365,0,19.69,29.64,0,0,45.97
2024-05-18,SKU_24,WH_1,SUP_2,North,23,641,2,288,0,6.14,10.22,0,0,25.12
2024-05-18,SKU_24,WH_4,SUP_3,North,26,396,13,301,0,7.11,12.19,0,0,28.13
2024-05-18,SKU_24,WH_3,SUP_3,South,17,550,10,209,0,10.59,15.15,0,0,16.85
2024-05-18,SKU_24,WH_5,SUP_4,East,31,291,7,313,0,7.27,12.17,0,0,32.92
2024-05-18,SKU_24,WH_2,SUP_7,South,33,539,5,365,0,19.69,29.64,0,0,35.48
2024-05-19,SKU_24,WH_2,SUP_7,East,20,519,5,365,0,19.69,29.64,0,0,24.55
2024-05-19,SKU_24,WH_1,SUP_2,North,28,613,2,288,0,6.14,10.22,0,0,28.32
2024-05-19,SKU_24,WH_3,SUP_3,East,28,522,10,209,0,10.59,15.15,0,0,26.0
2024-05-19,SKU_24,WH_5,SUP_4,East,30,620,7,313,359,7.27,12.17,0,0,32.58
2024-05-19,SKU_24,WH_4,SUP_3,West,24,372,13,301,0,7.11,12.19,0,0,28.79
2024-05-20,SKU_24,WH_2,SUP_7,East,27,492,5,365,0,19.69,29.64,0,0,21.16
2024-05-20,SKU_24,WH_1,SUP_2,North,32,581,2,288,0,6.14,10.22,0,0,28.18
2024-05-20,SKU_24,WH_3,SUP_3,West,34,488,10,209,0,10.59,15.15,0,0,37.16
2024-05-20,SKU_24,WH_5,SUP_4,South,25,595,7,313,0,7.27,12.17,0,0,18.94
2024-05-20,SKU_24,WH_4,SUP_3,North,29,343,13,301,0,7.11,12.19,0,0,25.74
2024-05-21,SKU_24,WH_4,SUP_3,East,21,322,13,301,0,7.11,12.19,0,0,21.82
2024-05-21,SKU_24,WH_3,SUP_3,West,22,466,10,209,0,10.59,15.15,0,0,23.67
2024-05-21,SKU_24,WH_2,SUP_7,North,35,457,5,365,0,19.69,29.64,1,0,37.36
2024-05-21,SKU_24,WH_5,SUP_4,North,15,580,7,313,0,7.27,12.17,0,0,15.36
2024-05-21,SKU_24,WH_1,SUP_2,East,40,541,2,288,0,6.14,10.22,1,0,37.46
2024-05-22,SKU_24,WH_3,SUP_3,East,23,443,10,209,0,10.59,15.15,0,0,20.74
2024-05-22,SKU_24,WH_2,SUP_7,South,39,418,5,365,0,19.69,29.64,1,0,42.77
2024-05-22,SKU_24,WH_1,SUP_2,East,17,524,2,288,0,6.14,10.22,0,0,15.64
2024-05-22,SKU_24,WH_5,SUP_4,South,32,548,7,313,0,7.27,12.17,1,0,33.66
2024-05-22,SKU_24,WH_4,SUP_3,North,33,289,13,301,0,7.11,12.19,1,0,29.83
2024-05-23,SKU_24,WH_1,SUP_2,East,25,499,2,288,0,6.14,10.22,0,0,24.38
2024-05-23,SKU_24,WH_2,SUP_7,North,26,392,5,365,0,19.69,29.64,0,0,26.62
2024-05-23,SKU_24,WH_5,SUP_4,West,24,524,7,313,0,7.27,12.17,0,0,24.36
2024-05-23,SKU_24,WH_3,SUP_3,North,20,423,10,209,0,10.59,15.15,0,0,20.33
2024-05-23,SKU_24,WH_4,SUP_3,South,26,684,13,301,421,7.11,12.19,0,0,27.76
2024-05-24,SKU_24,WH_1,SUP_2,North,29,470,2,288,0,6.14,10.22,1,0,31.96
2024-05-24,SKU_24,WH_2,SUP_7,North,22,370,5,365,0,19.69,29.64,0,0,20.24
2024-05-24,SKU_24,WH_5,SUP_4,North,22,502,7,313,0,7.27,12.17,0,0,23.15
2024-05-24,SKU_24,WH_3,SUP_3,East,26,397,10,209,0,10.59,15.15,0,0,23.6
2024-05-24,SKU_24,WH_4,SUP_3,South,35,649,13,301,0,7.11,12.19,1,0,33.17
2024-05-25,SKU_24,WH_2,SUP_7,North,37,333,5,365,0,19.69,29.64,1,0,33.93
2024-05-25,SKU_24,WH_5,SUP_4,North,19,483,7,313,0,7.27,12.17,0,0,17.49
2024-05-25,SKU_24,WH_4,SUP_3,East,23,626,13,301,0,7.11,12.19,0,0,19.0
2024-05-25,SKU_24,WH_3,SUP_3,South,34,363,10,209,0,10.59,15.15,0,0,37.35
2024-05-25,SKU_24,WH_1,SUP_2,West,30,440,2,288,0,6.14,10.22,0,0,34.18
2024-05-26,SKU_24,WH_4,SUP_3,North,28,598,13,301,0,7.11,12.19,0,0,28.17
2024-05-26,SKU_24,WH_5,SUP_4,North,22,461,7,313,0,7.27,12.17,1,0,22.97
2024-05-26,SKU_24,WH_3,SUP_3,South,24,339,10,209,0,10.59,15.15,0,0,22.45
2024-05-26,SKU_24,WH_1,SUP_2,South,17,423,2,288,0,6.14,10.22,0,0,17.45
2024-05-26,SKU_24,WH_2,SUP_7,West,24,533,5,365,224,19.69,29.64,0,0,30.17
2024-05-27,SKU_24,WH_4,SUP_3,South,26,572,13,301,0,7.11,12.19,0,0,25.2
2024-05-27,SKU_24,WH_5,SUP_4,South,28,433,7,313,0,7.27,12.17,0,0,26.68
2024-05-27,SKU_24,WH_3,SUP_3,South,24,315,10,209,0,10.59,15.15,0,0,23.37
2024-05-27,SKU_24,WH_1,SUP_2,North,25,398,2,288,0,6.14,10.22,0,0,20.62
2024-05-27,SKU_24,WH_2,SUP_7,South,39,494,5,365,0,19.69,29.64,1,0,32.92
2024-05-28,SKU_24,WH_4,SUP_3,East,29,543,13,301,0,7.11,12.19,0,0,28.38
2024-05-28,SKU_24,WH_1,SUP_2,South,21,377,2,288,0,6.14,10.22,0,0,20.16
2024-05-28,SKU_24,WH_2,SUP_7,West,14,480,5,365,0,19.69,29.64,0,0,13.6
2024-05-28,SKU_24,WH_5,SUP_4,North,29,404,7,313,0,7.27,12.17,0,0,31.22
2024-05-28,SKU_24,WH_3,SUP_3,North,23,292,10,209,0,10.59,15.15,0,0,19.12
2024-05-29,SKU_24,WH_2,SUP_7,West,34,446,5,365,0,19.69,29.64,0,0,35.82
2024-05-29,SKU_24,WH_1,SUP_2,West,27,350,2,288,0,6.14,10.22,0,0,27.33
2024-05-29,SKU_24,WH_4,SUP_3,East,29,514,13,301,0,7.11,12.19,0,0,31.84
2024-05-29,SKU_24,WH_5,SUP_4,North,25,379,7,313,0,7.27,12.17,0,0,23.49
2024-05-29,SKU_24,WH_3,SUP_3,North,22,270,10,209,0,10.59,15.15,0,0,15.71
2024-05-30,SKU_24,WH_4,SUP_3,North,25,489,13,301,0,7.11,12.19,0,0,22.87
2024-05-30,SKU_24,WH_1,SUP_2,South,20,330,2,288,0,6.14,10.22,0,0,18.81
2024-05-30,SKU_24,WH_5,SUP_4,West,20,359,7,313,0,7.27,12.17,0,0,16.24
2024-05-30,SKU_24,WH_3,SUP_3,East,23,247,10,209,0,10.59,15.15,0,0,25.47
2024-05-30,SKU_24,WH_2,SUP_7,West,27,419,5,365,0,19.69,29.64,0,0,26.77
2024-05-31,SKU_24,WH_5,SUP_4,East,31,328,7,313,0,7.27,12.17,1,0,32.94
2024-05-31,SKU_24,WH_3,SUP_3,North,21,226,10,209,0,10.59,15.15,0,0,22.7
2024-05-31,SKU_24,WH_2,SUP_7,North,27,392,5,365,0,19.69,29.64,0,0,28.75
2024-05-31,SKU_24,WH_4,SUP_3,East,19,470,13,301,0,7.11,12.19,0,0,21.3
2024-05-31,SKU_24,WH_1,SUP_2,South,30,300,2,288,0,6.14,10.22,0,0,29.77
2024-06-01,SKU_24,WH_5,SUP_4,East,32,296,7,313,0,7.27,12.17,0,0,34.42
2024-06-01,SKU_24,WH_4,SUP_3,East,26,444,13,301,0,7.11,12.19,0,0,26.75
2024-06-01,SKU_24,WH_2,SUP_7,East,23,369,5,365,0,19.69,29.64,1,0,20.91
2024-06-01,SKU_24,WH_1,SUP_2,East,25,275,2,288,0,6.14,10.22,0,0,21.99
2024-06-01,SKU_24,WH_3,SUP_3,East,25,201,10,209,0,10.59,15.15,0,0,25.59
2024-06-02,SKU_24,WH_4,SUP_3,North,25,419,13,301,0,7.11,12.19,0,0,22.51
2024-06-02,SKU_24,WH_5,SUP_4,East,25,637,7,313,366,7.27,12.17,0,0,22.89
2024-06-02,SKU_24,WH_3,SUP_3,West,26,625,10,209,450,10.59,15.15,1,0,28.12
2024-06-02,SKU_24,WH_2,SUP_7,West,24,345,5,365,0,19.69,29.64,0,0,24.77
2024-06-02,SKU_24,WH_1,SUP_2,South,26,725,2,288,476,6.14,10.22,0,0,25.24
2024-06-03,SKU_24,WH_3,SUP_3,North,23,602,10,209,0,10.59,15.15,0,0,18.74
2024-06-03,SKU_24,WH_2,SUP_7,South,29,806,5,365,490,19.69,29.64,1,0,27.85
2024-06-03,SKU_24,WH_5,SUP_4,South,33,604,7,313,0,7.27,12.17,0,0,33.43
2024-06-03,SKU_24,WH_4,SUP_3,East,18,401,13,301,0,7.11,12.19,0,0,20.67
2024-06-03,SKU_24,WH_1,SUP_2,West,19,706,2,288,0,6.14,10.22,0,0,21.99
2024-06-04,SKU_24,WH_5,SUP_4,West,19,585,7,313,0,7.27,12.17,0,0,18.0
2024-06-04,SKU_24,WH_3,SUP_3,North,32,570,10,209,0,10.59,15.15,0,0,32.18
2024-06-04,SKU_24,WH_4,SUP_3,North,27,374,13,301,0,7.11,12.19,0,0,28.42
2024-06-04,SKU_24,WH_2,SUP_7,North,24,782,5,365,0,19.69,29.64,0,0,23.54
2024-06-04,SKU_24,WH_1,SUP_2,East,26,680,2,288,0,6.14,10.22,0,0,23.16
2024-06-05,SKU_24,WH_3,SUP_3,South,32,538,10,209,0,10.59,15.15,0,0,34.82
2024-06-05,SKU_24,WH_2,SUP_7,West,12,770,5,365,0,19.69,29.64,0,0,12.77
2024-06-05,SKU_24,WH_1,SUP_2,East,27,653,2,288,0,6.14,10.22,0,0,24.93
2024-06-05,SKU_24,WH_5,SUP_4,West,29,556,7,313,0,7.27,12.17,1,0,29.86
2024-06-05,SKU_24,WH_4,SUP_3,West,21,353,13,301,0,7.11,12.19,0,0,27.2
2024-06-06,SKU_24,WH_1,SUP_2,North,23,630,2,288,0,6.14,10.22,0,0,22.02
2024-06-06,SKU_24,WH_2,SUP_7,West,18,752,5,365,0,19.69,29.64,0,0,18.51
2024-06-06,SKU_24,WH_3,SUP_3,West,22,516,10,209,0,10.59,15.15,0,0,22.07
2024-06-06,SKU_24,WH_5,SUP_4,East,25,531,7,313,0,7.27,12.17,0,0,24.52
2024-06-06,SKU_24,WH_4,SUP_3,West,24,329,13,301,0,7.11,12.19,0,0,26.05
2024-06-07,SKU_24,WH_2,SUP_7,North,26,726,5,365,0,19.69,29.64,0,0,24.09
2024-06-07,SKU_24,WH_4,SUP_3,East,23,306,13,301,0,7.11,12.19,0,0,21.81
2024-06-07,SKU_24,WH_3,SUP_3,South,24,492,10,209,0,10.59,15.15,0,0,22.38
2024-06-07,SKU_24,WH_1,SUP_2,West,29,601,2,288,0,6.14,10.22,1,0,34.09
2024-06-07,SKU_24,WH_5,SUP_4,East,18,513,7,313,0,7.27,12.17,0,0,15.19
2024-06-08,SKU_24,WH_5,SUP_4,South,28,485,7,313,0,7.27,12.17,0,0,27.17
